occupation,age,education_level,marital_status,communication_channel,call_month,call_day,call_duration,call_frequency,previous_campaign_outcome,conversion_status
retired_worker,76,elementary_school,divorced,mobile,April,23,109,5,successful,not_converted
manual_worker,29,high_school,single,mobile,May,18,166,1,unidentified,not_converted
technical_specialist,33,college,single,mobile,August,21,247,3,unidentified,not_converted
administrative_staff,60,high_school,married,mobile,August,29,92,4,unidentified,not_converted
executive,31,college,single,mobile,April,30,209,1,unidentified,converted
technical_specialist,30,high_school,single,mobile,November,18,37,1,unsuccessful,not_converted
manual_worker,40,high_school,married,mobile,May,15,181,1,unidentified,not_converted
manual_worker,43,high_school,married,mobile,October,23,210,1,unidentified,converted
retired_worker,58,elementary_school,married,landline,July,14,185,4,unidentified,not_converted
service_worker,45,elementary_school,divorced,landline,September,1,380,4,other_outcome,not_converted
jobless,54,high_school,divorced,mobile,February,5,2,1,unidentified,not_converted
retired_worker,61,high_school,married,mobile,July,15,392,2,successful,converted
manual_worker,35,elementary_school,married,unidentified,June,11,88,5,unidentified,not_converted
domestic_worker,59,elementary_school,married,unidentified,June,5,150,2,unidentified,not_converted
executive,33,elementary_school,single,unidentified,May,20,151,1,unidentified,not_converted
service_worker,45,high_school,married,unidentified,June,5,370,2,unidentified,not_converted
executive,43,college,married,mobile,August,5,254,1,unidentified,converted
service_worker,55,unidentified,married,unidentified,May,30,868,1,unidentified,not_converted
independent_worker,29,college,single,mobile,January,29,122,1,unidentified,not_converted
service_worker,25,high_school,single,mobile,June,5,255,2,unidentified,converted
domestic_worker,48,high_school,married,mobile,August,18,68,4,unidentified,not_converted
manual_worker,47,elementary_school,married,unidentified,June,5,148,2,unidentified,not_converted
administrative_staff,38,high_school,single,mobile,July,16,129,2,successful,not_converted
service_worker,35,high_school,married,unidentified,May,7,274,2,unidentified,not_converted
retired_worker,51,elementary_school,married,unidentified,June,11,184,2,unidentified,not_converted
administrative_staff,60,high_school,married,mobile,March,22,248,1,successful,converted
executive,34,college,married,mobile,July,22,153,5,unidentified,not_converted
domestic_worker,50,high_school,divorced,mobile,November,19,126,1,unidentified,not_converted
executive,33,college,single,mobile,August,18,79,2,unidentified,not_converted
executive,30,college,single,mobile,September,11,129,2,unidentified,not_converted
executive,36,high_school,divorced,unidentified,June,19,159,1,unidentified,not_converted
executive,29,college,single,mobile,July,28,97,6,unidentified,not_converted
manual_worker,28,high_school,married,landline,July,7,327,2,unidentified,not_converted
executive,51,college,married,mobile,July,25,212,2,unidentified,not_converted
business_owner,45,college,married,mobile,June,1,761,2,unidentified,not_converted
administrative_staff,48,unidentified,married,mobile,August,14,65,10,unidentified,not_converted
technical_specialist,51,college,single,mobile,May,4,8,3,unidentified,not_converted
retired_worker,59,high_school,married,mobile,January,28,273,2,unidentified,not_converted
manual_worker,44,elementary_school,married,unidentified,May,26,98,4,unidentified,not_converted
executive,43,high_school,married,unidentified,May,9,204,2,unidentified,not_converted
independent_worker,38,high_school,married,unidentified,May,28,110,5,unidentified,not_converted
manual_worker,58,high_school,married,unidentified,June,9,486,3,unidentified,converted
manual_worker,48,elementary_school,single,mobile,April,17,193,1,unidentified,not_converted
independent_worker,51,high_school,married,mobile,July,28,51,3,unidentified,not_converted
jobless,39,high_school,married,unidentified,June,3,116,1,unidentified,not_converted
technical_specialist,36,high_school,single,mobile,January,28,90,1,unidentified,not_converted
technical_specialist,26,high_school,married,mobile,July,24,92,2,unidentified,not_converted
independent_worker,39,college,single,unidentified,June,3,216,1,unidentified,not_converted
executive,53,college,married,mobile,August,27,345,10,unidentified,not_converted
administrative_staff,33,high_school,married,mobile,May,18,432,3,other_outcome,not_converted
retired_worker,50,high_school,married,mobile,November,21,98,5,unidentified,not_converted
independent_worker,27,college,single,mobile,June,22,111,5,unidentified,not_converted
technical_specialist,37,high_school,married,unidentified,May,26,299,1,unidentified,not_converted
executive,48,college,married,unidentified,June,6,300,5,unidentified,not_converted
executive,33,college,single,mobile,May,11,400,1,unsuccessful,not_converted
manual_worker,27,unidentified,married,unidentified,May,30,85,7,unidentified,not_converted
administrative_staff,43,high_school,married,mobile,March,17,220,1,unidentified,converted
executive,42,college,single,unidentified,June,9,136,4,unidentified,not_converted
manual_worker,41,elementary_school,divorced,mobile,July,30,509,2,unidentified,converted
administrative_staff,38,college,married,mobile,March,27,164,2,unsuccessful,converted
executive,49,college,divorced,mobile,October,30,125,1,unidentified,converted
executive,25,college,single,mobile,October,1,81,1,unidentified,not_converted
executive,35,high_school,single,mobile,November,21,20,5,unsuccessful,not_converted
manual_worker,39,high_school,married,mobile,August,12,357,1,successful,converted
retired_worker,76,college,married,mobile,October,22,344,1,successful,converted
manual_worker,45,elementary_school,married,unidentified,June,20,554,2,unidentified,not_converted
executive,34,college,single,mobile,May,15,160,1,unsuccessful,not_converted
retired_worker,71,elementary_school,married,mobile,March,10,625,4,unidentified,not_converted
manual_worker,51,high_school,divorced,mobile,November,20,71,2,unidentified,not_converted
technical_specialist,43,high_school,single,unidentified,May,14,2241,4,unidentified,not_converted
student,24,elementary_school,single,mobile,April,2,225,2,unidentified,not_converted
service_worker,50,high_school,married,unidentified,June,19,27,2,unidentified,not_converted
administrative_staff,31,high_school,single,unidentified,May,20,89,1,unidentified,not_converted
technical_specialist,37,high_school,married,mobile,February,2,247,2,unsuccessful,not_converted
service_worker,39,high_school,married,mobile,May,11,51,6,unidentified,not_converted
administrative_staff,23,high_school,single,mobile,July,9,315,4,unidentified,not_converted
service_worker,44,high_school,divorced,unidentified,June,3,172,2,unidentified,not_converted
service_worker,36,high_school,married,mobile,May,15,290,2,unidentified,not_converted
jobless,48,elementary_school,married,unidentified,June,6,29,4,unidentified,not_converted
manual_worker,49,elementary_school,married,mobile,July,7,51,1,unidentified,not_converted
independent_worker,37,high_school,divorced,mobile,February,2,127,3,other_outcome,not_converted
manual_worker,39,elementary_school,married,mobile,November,21,229,2,unidentified,not_converted
manual_worker,33,high_school,married,mobile,July,10,182,1,unidentified,not_converted
independent_worker,42,high_school,married,mobile,February,4,183,1,other_outcome,not_converted
technical_specialist,30,college,married,mobile,August,7,74,2,unidentified,not_converted
manual_worker,49,high_school,married,mobile,July,25,682,10,unidentified,not_converted
service_worker,52,high_school,married,unidentified,June,17,180,1,unidentified,not_converted
manual_worker,45,elementary_school,married,mobile,August,6,133,2,unidentified,not_converted
manual_worker,35,elementary_school,married,mobile,July,30,359,2,unidentified,not_converted
executive,45,college,married,mobile,August,21,144,2,unidentified,not_converted
business_owner,37,college,married,unidentified,June,16,220,1,unidentified,not_converted
executive,43,unidentified,married,unidentified,May,29,57,3,unidentified,not_converted
technical_specialist,36,high_school,married,mobile,August,20,687,2,unidentified,not_converted
administrative_staff,50,high_school,married,mobile,May,11,124,1,unsuccessful,not_converted
manual_worker,42,high_school,married,unidentified,May,27,32,1,unidentified,not_converted
business_owner,39,high_school,divorced,mobile,July,23,55,1,unidentified,not_converted
jobless,30,college,single,mobile,August,22,374,4,unidentified,not_converted
technical_specialist,48,high_school,single,mobile,April,17,106,1,unidentified,not_converted
executive,37,college,single,mobile,January,28,253,2,unidentified,not_converted
retired_worker,60,high_school,married,unidentified,June,20,1467,4,unidentified,converted
executive,45,college,married,unidentified,May,19,95,5,unidentified,not_converted
retired_worker,59,elementary_school,divorced,unidentified,May,8,89,4,unidentified,not_converted
unidentified,41,unidentified,married,mobile,July,30,647,10,unidentified,not_converted
executive,27,high_school,married,mobile,July,22,493,5,unidentified,not_converted
technical_specialist,33,high_school,single,unidentified,May,28,96,1,unidentified,not_converted
jobless,42,high_school,married,unidentified,June,20,158,1,unidentified,not_converted
manual_worker,44,elementary_school,married,landline,July,24,236,2,unidentified,not_converted
executive,40,college,single,mobile,December,14,263,1,unsuccessful,not_converted
independent_worker,54,high_school,married,mobile,November,20,399,2,unidentified,not_converted
service_worker,38,high_school,married,unidentified,May,26,266,3,unidentified,not_converted
executive,34,college,married,mobile,August,21,104,2,unidentified,not_converted
service_worker,49,high_school,married,mobile,April,16,1366,1,unidentified,converted
technical_specialist,56,high_school,married,mobile,April,20,12,2,unidentified,not_converted
technical_specialist,38,high_school,single,mobile,January,29,236,2,unidentified,not_converted
executive,33,college,single,unidentified,May,12,456,6,unidentified,not_converted
technical_specialist,54,high_school,divorced,unidentified,May,14,146,4,unidentified,not_converted
manual_worker,44,elementary_school,married,mobile,May,6,296,1,unidentified,not_converted
manual_worker,28,high_school,married,unidentified,May,5,262,1,unidentified,not_converted
service_worker,39,high_school,married,mobile,July,14,214,3,unidentified,not_converted
independent_worker,44,college,single,mobile,May,12,897,4,unidentified,converted
retired_worker,57,high_school,married,unidentified,May,5,248,2,unidentified,not_converted
manual_worker,53,high_school,married,unidentified,May,15,241,32,unidentified,not_converted
service_worker,50,high_school,married,unidentified,May,26,129,3,unidentified,not_converted
service_worker,41,high_school,married,unidentified,May,9,231,2,unidentified,not_converted
retired_worker,59,high_school,married,landline,August,14,365,2,unidentified,not_converted
service_worker,44,high_school,single,mobile,November,21,20,6,other_outcome,not_converted
business_owner,58,high_school,married,mobile,May,12,1272,1,unidentified,converted
executive,59,college,married,mobile,May,22,431,1,unidentified,converted
technical_specialist,42,high_school,married,mobile,March,2,311,2,unidentified,converted
executive,39,college,divorced,mobile,July,15,1083,2,unidentified,not_converted
executive,30,unidentified,married,mobile,May,26,56,2,other_outcome,not_converted
executive,34,college,single,mobile,August,21,183,2,unidentified,not_converted
domestic_worker,51,college,divorced,mobile,August,4,870,1,unidentified,converted
service_worker,50,high_school,divorced,unidentified,May,29,313,2,unidentified,not_converted
executive,48,college,married,mobile,August,25,14,22,unidentified,not_converted
executive,35,college,single,mobile,July,22,160,6,unidentified,not_converted
administrative_staff,49,high_school,married,mobile,July,9,51,1,unidentified,not_converted
executive,31,college,married,unidentified,May,23,237,1,unidentified,not_converted
executive,57,elementary_school,married,landline,July,21,107,3,unidentified,not_converted
technical_specialist,58,high_school,married,unidentified,May,21,134,5,unidentified,not_converted
domestic_worker,44,elementary_school,married,landline,August,14,187,4,unidentified,not_converted
technical_specialist,25,high_school,single,mobile,July,25,337,2,unidentified,not_converted
technical_specialist,33,college,single,mobile,May,12,183,5,unidentified,not_converted
technical_specialist,50,college,married,mobile,August,5,553,1,unidentified,converted
manual_worker,43,elementary_school,divorced,unidentified,June,6,17,4,unidentified,not_converted
administrative_staff,31,high_school,married,mobile,May,11,927,2,unidentified,not_converted
service_worker,31,high_school,married,mobile,November,20,279,1,unidentified,not_converted
technical_specialist,31,high_school,single,mobile,May,18,410,1,unidentified,not_converted
administrative_staff,44,high_school,married,mobile,July,9,74,1,unidentified,not_converted
manual_worker,46,high_school,married,unidentified,May,26,208,2,unidentified,not_converted
independent_worker,44,college,married,mobile,July,11,221,2,unidentified,not_converted
manual_worker,47,elementary_school,divorced,unidentified,June,3,2456,2,unidentified,converted
technical_specialist,33,college,single,unidentified,May,23,149,1,unidentified,not_converted
executive,30,college,single,mobile,May,4,233,2,unidentified,not_converted
executive,52,college,married,mobile,November,19,1265,3,unidentified,converted
retired_worker,59,elementary_school,married,mobile,August,5,836,1,unidentified,converted
manual_worker,29,high_school,single,unidentified,June,14,434,1,other_outcome,converted
manual_worker,38,elementary_school,married,unidentified,June,20,21,18,unidentified,not_converted
administrative_staff,27,high_school,single,unidentified,May,13,153,1,unidentified,not_converted
administrative_staff,47,high_school,divorced,mobile,July,23,70,1,unidentified,not_converted
executive,44,college,married,unidentified,May,6,1529,2,unidentified,not_converted
technical_specialist,34,high_school,married,mobile,July,23,158,3,unidentified,not_converted
administrative_staff,33,high_school,single,mobile,January,29,483,2,unsuccessful,not_converted
executive,49,college,single,unidentified,May,19,310,2,unidentified,not_converted
administrative_staff,42,high_school,married,mobile,May,8,144,2,unidentified,not_converted
manual_worker,61,elementary_school,single,mobile,February,5,346,1,unidentified,not_converted
jobless,33,high_school,divorced,landline,August,27,29,28,unidentified,not_converted
retired_worker,45,high_school,divorced,unidentified,June,5,181,2,unidentified,not_converted
service_worker,51,unidentified,married,unidentified,May,29,147,2,unidentified,not_converted
executive,30,college,single,mobile,November,8,188,1,unidentified,converted
administrative_staff,47,high_school,married,mobile,October,18,567,1,successful,converted
service_worker,37,high_school,single,unidentified,June,6,40,2,unidentified,not_converted
service_worker,39,high_school,married,mobile,May,11,204,1,unsuccessful,not_converted
independent_worker,32,college,single,mobile,July,7,889,1,unidentified,converted
administrative_staff,34,high_school,single,mobile,November,18,162,1,unsuccessful,not_converted
manual_worker,52,elementary_school,divorced,mobile,July,21,245,1,unidentified,not_converted
independent_worker,34,college,married,landline,June,2,50,2,other_outcome,not_converted
retired_worker,43,high_school,married,landline,October,30,132,1,unidentified,converted
executive,30,college,married,unidentified,June,20,11,6,unidentified,not_converted
manual_worker,37,elementary_school,married,mobile,May,13,24,2,other_outcome,not_converted
executive,30,college,single,mobile,March,23,269,1,unidentified,not_converted
executive,52,college,divorced,mobile,July,24,335,1,unidentified,not_converted
jobless,33,unidentified,single,unidentified,June,3,327,1,unidentified,not_converted
service_worker,38,elementary_school,single,unidentified,May,21,180,1,unidentified,not_converted
executive,36,college,single,mobile,April,17,140,1,unidentified,not_converted
executive,61,college,married,mobile,August,26,427,17,unidentified,not_converted
retired_worker,64,college,married,mobile,November,9,326,1,other_outcome,not_converted
administrative_staff,41,high_school,married,mobile,November,20,77,1,unidentified,not_converted
manual_worker,33,unidentified,single,unidentified,May,13,415,1,unidentified,not_converted
executive,32,college,divorced,mobile,August,11,72,2,unidentified,not_converted
retired_worker,58,college,married,mobile,August,28,211,6,unidentified,not_converted
executive,43,college,married,landline,July,29,103,3,unidentified,not_converted
administrative_staff,29,high_school,married,mobile,April,29,961,2,unsuccessful,converted
manual_worker,34,elementary_school,married,unidentified,May,21,713,4,unidentified,not_converted
technical_specialist,34,college,single,mobile,August,8,79,3,unidentified,not_converted
executive,42,college,married,mobile,February,2,156,2,unidentified,not_converted
administrative_staff,47,high_school,married,mobile,July,14,77,2,unidentified,not_converted
manual_worker,43,high_school,married,mobile,April,20,34,2,unidentified,not_converted
administrative_staff,36,high_school,married,mobile,August,7,95,2,unidentified,not_converted
administrative_staff,37,college,single,mobile,March,17,195,1,unidentified,converted
retired_worker,58,elementary_school,married,unidentified,May,5,167,1,unidentified,not_converted
retired_worker,63,elementary_school,married,mobile,August,20,110,2,unidentified,not_converted
manual_worker,35,high_school,married,mobile,May,13,265,2,unidentified,not_converted
executive,60,high_school,divorced,mobile,August,5,603,3,unidentified,converted
executive,35,college,married,unidentified,October,21,4,1,unidentified,not_converted
administrative_staff,45,high_school,married,mobile,August,7,292,1,unidentified,not_converted
administrative_staff,30,high_school,single,mobile,February,2,170,1,unidentified,not_converted
executive,43,college,married,unidentified,June,17,355,2,unidentified,not_converted
manual_worker,32,high_school,married,unidentified,May,23,174,1,unidentified,not_converted
independent_worker,30,elementary_school,married,mobile,July,24,259,9,unidentified,not_converted
service_worker,42,high_school,married,mobile,May,5,238,3,unsuccessful,not_converted
executive,39,college,married,mobile,August,12,254,2,unidentified,not_converted
unidentified,55,high_school,married,mobile,August,12,265,1,successful,converted
manual_worker,25,elementary_school,single,landline,April,13,120,6,unidentified,not_converted
business_owner,24,high_school,single,mobile,May,18,35,3,unidentified,not_converted
administrative_staff,23,high_school,single,mobile,May,15,347,1,unidentified,not_converted
business_owner,47,college,married,mobile,November,21,132,1,other_outcome,not_converted
technical_specialist,32,high_school,single,mobile,August,19,156,2,unidentified,not_converted
technical_specialist,33,high_school,single,mobile,November,18,273,1,unsuccessful,not_converted
executive,34,high_school,married,mobile,August,22,238,6,unidentified,not_converted
independent_worker,23,college,single,mobile,September,16,393,1,successful,converted
student,27,college,single,mobile,October,21,825,1,successful,converted
manual_worker,40,high_school,married,unidentified,June,11,113,1,unidentified,not_converted
executive,58,college,married,mobile,August,13,76,1,unidentified,not_converted
service_worker,38,high_school,married,unidentified,June,18,61,3,unidentified,not_converted
business_owner,43,high_school,married,landline,May,4,6,4,unidentified,not_converted
administrative_staff,30,high_school,single,mobile,July,28,70,2,unidentified,not_converted
service_worker,54,high_school,married,mobile,July,31,294,5,unidentified,not_converted
executive,38,college,single,mobile,April,20,164,6,unidentified,not_converted
technical_specialist,42,high_school,single,mobile,February,5,656,1,unidentified,converted
executive,35,high_school,single,mobile,August,21,163,1,unidentified,not_converted
technical_specialist,31,high_school,single,mobile,April,30,264,1,unidentified,not_converted
technical_specialist,39,high_school,divorced,mobile,May,7,882,2,unidentified,converted
technical_specialist,52,high_school,married,mobile,August,25,43,4,unidentified,not_converted
retired_worker,52,high_school,married,mobile,August,19,323,6,unidentified,not_converted
service_worker,32,high_school,single,mobile,May,11,185,1,unsuccessful,not_converted
manual_worker,39,elementary_school,married,unidentified,June,17,170,2,unidentified,not_converted
manual_worker,41,high_school,married,mobile,May,12,179,1,unidentified,not_converted
technical_specialist,58,college,married,mobile,July,31,119,6,unidentified,not_converted
retired_worker,70,elementary_school,married,mobile,November,15,78,1,successful,not_converted
technical_specialist,42,college,married,mobile,August,8,103,6,unidentified,not_converted
executive,34,college,married,mobile,July,24,357,7,unidentified,not_converted
jobless,40,elementary_school,single,unidentified,June,19,152,2,unidentified,not_converted
technical_specialist,30,college,married,unidentified,June,26,677,3,unidentified,converted
independent_worker,59,unidentified,married,mobile,August,12,171,2,unidentified,not_converted
technical_specialist,34,college,single,mobile,May,25,91,1,unidentified,not_converted
business_owner,38,college,single,mobile,May,18,119,4,unidentified,not_converted
manual_worker,44,elementary_school,married,unidentified,February,21,66,1,unidentified,not_converted
retired_worker,67,elementary_school,married,mobile,April,2,104,6,unidentified,not_converted
retired_worker,83,elementary_school,divorced,mobile,September,13,175,2,unidentified,not_converted
technical_specialist,30,college,married,mobile,May,26,260,1,unidentified,not_converted
manual_worker,53,elementary_school,married,unidentified,May,23,331,6,unidentified,not_converted
independent_worker,52,high_school,married,unidentified,May,29,322,1,unidentified,not_converted
executive,53,college,married,mobile,June,8,139,2,unidentified,not_converted
domestic_worker,48,elementary_school,divorced,unidentified,June,18,51,4,unidentified,not_converted
administrative_staff,41,high_school,divorced,unidentified,May,27,233,3,unidentified,not_converted
retired_worker,75,high_school,divorced,landline,October,12,250,1,unsuccessful,not_converted
executive,32,college,married,unidentified,November,17,76,1,unidentified,not_converted
administrative_staff,27,high_school,married,mobile,July,18,362,2,unidentified,not_converted
executive,46,college,married,unidentified,May,23,249,3,unidentified,not_converted
manual_worker,29,high_school,single,mobile,May,7,293,1,unidentified,not_converted
executive,60,college,married,unidentified,June,5,264,1,unidentified,not_converted
executive,48,college,married,mobile,June,4,144,1,unidentified,not_converted
technical_specialist,53,high_school,married,unidentified,May,14,435,1,unidentified,not_converted
technical_specialist,47,college,married,mobile,July,24,120,11,unidentified,not_converted
service_worker,57,college,married,landline,July,8,320,3,unidentified,not_converted
manual_worker,50,high_school,married,unidentified,June,2,464,2,unidentified,not_converted
jobless,37,high_school,divorced,unidentified,May,7,150,1,unidentified,not_converted
student,20,high_school,single,landline,May,11,172,5,unsuccessful,not_converted
administrative_staff,33,elementary_school,single,mobile,May,15,158,2,unsuccessful,not_converted
manual_worker,49,elementary_school,married,unidentified,June,9,210,2,unidentified,not_converted
administrative_staff,52,high_school,divorced,mobile,July,24,241,2,unidentified,not_converted
manual_worker,54,elementary_school,married,mobile,August,20,387,7,unidentified,not_converted
service_worker,33,high_school,single,mobile,May,25,202,2,successful,converted
business_owner,51,college,divorced,mobile,July,18,177,3,unidentified,not_converted
technical_specialist,35,high_school,single,unidentified,May,27,100,2,unidentified,not_converted
technical_specialist,27,high_school,married,unidentified,May,21,857,1,unidentified,converted
manual_worker,47,elementary_school,married,mobile,August,29,171,2,unidentified,not_converted
service_worker,23,high_school,married,unidentified,June,3,349,2,unidentified,not_converted
technical_specialist,30,high_school,single,mobile,June,18,813,4,unidentified,converted
manual_worker,31,college,single,mobile,November,20,89,1,unidentified,not_converted
retired_worker,54,high_school,divorced,mobile,May,8,53,2,unidentified,not_converted
jobless,39,high_school,married,unidentified,May,20,191,1,unidentified,not_converted
student,23,elementary_school,single,mobile,September,11,122,2,unsuccessful,not_converted
technical_specialist,50,high_school,married,mobile,November,18,162,1,unsuccessful,not_converted
independent_worker,46,high_school,single,unidentified,June,6,40,1,unidentified,not_converted
retired_worker,57,elementary_school,married,landline,April,20,534,1,unidentified,not_converted
technical_specialist,42,high_school,married,mobile,August,14,259,4,unidentified,not_converted
technical_specialist,37,high_school,married,mobile,May,12,268,3,unidentified,not_converted
administrative_staff,55,high_school,divorced,unidentified,June,17,76,2,unidentified,not_converted
service_worker,26,college,single,mobile,June,14,563,1,unsuccessful,converted
executive,53,college,married,mobile,August,7,146,2,unidentified,not_converted
executive,34,college,single,mobile,February,5,148,1,unsuccessful,not_converted
technical_specialist,33,high_school,single,mobile,February,6,129,1,unidentified,not_converted
technical_specialist,40,unidentified,married,mobile,July,7,161,1,unidentified,not_converted
manual_worker,45,high_school,married,mobile,November,18,66,1,unsuccessful,not_converted
executive,34,college,single,mobile,April,16,316,2,unidentified,not_converted
technical_specialist,34,college,single,mobile,July,22,387,4,unidentified,not_converted
manual_worker,48,high_school,married,mobile,August,12,186,2,unidentified,not_converted
service_worker,27,high_school,single,mobile,July,25,261,3,unidentified,not_converted
technical_specialist,40,high_school,married,unidentified,May,26,127,1,unidentified,not_converted
executive,50,high_school,married,unidentified,May,29,31,2,unidentified,not_converted
administrative_staff,51,high_school,divorced,unidentified,May,6,136,1,unidentified,not_converted
retired_worker,63,high_school,married,mobile,April,6,61,6,unidentified,not_converted
technical_specialist,32,high_school,married,mobile,May,7,292,3,unidentified,converted
executive,32,college,married,mobile,July,14,460,3,unidentified,not_converted
technical_specialist,38,high_school,divorced,mobile,May,12,173,8,unsuccessful,not_converted
manual_worker,35,college,divorced,mobile,November,19,289,1,unidentified,not_converted
manual_worker,38,high_school,married,mobile,July,31,226,6,unidentified,not_converted
manual_worker,38,high_school,married,mobile,August,13,784,3,unsuccessful,converted
technical_specialist,51,high_school,married,mobile,February,17,105,1,unsuccessful,not_converted
administrative_staff,30,high_school,single,landline,November,18,285,2,unsuccessful,not_converted
technical_specialist,43,high_school,married,mobile,February,3,137,3,other_outcome,not_converted
executive,32,college,married,unidentified,July,3,116,1,unidentified,not_converted
retired_worker,56,elementary_school,married,landline,November,20,16,1,unidentified,not_converted
jobless,58,high_school,married,landline,July,29,246,2,unidentified,not_converted
manual_worker,32,elementary_school,married,mobile,April,15,171,2,unidentified,not_converted
manual_worker,31,high_school,single,unidentified,May,30,66,2,unidentified,not_converted
manual_worker,54,elementary_school,married,mobile,April,20,252,5,unidentified,not_converted
executive,38,college,married,unidentified,June,20,65,2,unidentified,not_converted
executive,43,college,married,mobile,August,7,291,1,unidentified,not_converted
executive,36,high_school,married,mobile,April,15,56,1,unsuccessful,not_converted
executive,42,college,married,mobile,July,15,226,3,unidentified,not_converted
executive,39,college,married,mobile,August,6,902,3,unidentified,converted
jobless,43,high_school,married,mobile,February,5,169,2,unidentified,not_converted
manual_worker,49,elementary_school,married,landline,April,15,44,1,unidentified,not_converted
administrative_staff,40,college,single,mobile,April,20,222,1,unsuccessful,not_converted
jobless,28,high_school,married,mobile,May,5,29,6,other_outcome,not_converted
manual_worker,46,elementary_school,married,mobile,August,8,71,2,unidentified,not_converted
executive,37,high_school,married,mobile,November,17,1789,1,unidentified,converted
administrative_staff,35,college,married,mobile,March,26,263,4,unsuccessful,not_converted
executive,35,college,married,mobile,April,30,565,1,unsuccessful,converted
student,39,unidentified,single,mobile,November,12,366,2,unsuccessful,not_converted
technical_specialist,37,college,married,mobile,August,25,192,1,successful,converted
executive,51,college,married,mobile,November,18,61,2,unsuccessful,not_converted
executive,31,college,married,mobile,February,3,182,2,successful,converted
executive,35,college,single,mobile,August,12,80,4,unidentified,not_converted
retired_worker,57,elementary_school,divorced,landline,December,9,135,3,unsuccessful,not_converted
retired_worker,66,high_school,married,mobile,October,19,133,3,unsuccessful,not_converted
technical_specialist,48,high_school,married,unidentified,May,26,208,3,unidentified,not_converted
independent_worker,33,college,single,mobile,May,7,155,1,unidentified,not_converted
service_worker,38,high_school,married,mobile,July,21,929,15,unidentified,not_converted
independent_worker,34,college,married,mobile,July,7,118,4,unidentified,not_converted
manual_worker,29,high_school,single,mobile,May,5,201,1,unidentified,not_converted
executive,45,college,divorced,unidentified,May,28,128,2,unidentified,not_converted
technical_specialist,51,college,married,mobile,February,10,160,1,unsuccessful,converted
technical_specialist,26,high_school,single,unidentified,May,23,386,2,unidentified,not_converted
manual_worker,20,elementary_school,married,unidentified,May,19,238,3,unidentified,not_converted
administrative_staff,26,high_school,single,unidentified,June,4,98,1,unidentified,not_converted
independent_worker,35,college,married,unidentified,May,8,60,1,unidentified,not_converted
student,27,unidentified,single,mobile,February,2,248,2,unidentified,not_converted
manual_worker,60,elementary_school,married,mobile,August,18,671,4,unidentified,converted
technical_specialist,56,elementary_school,married,mobile,April,7,44,1,unidentified,not_converted
executive,59,college,divorced,mobile,April,20,33,1,successful,not_converted
retired_worker,60,college,married,mobile,August,28,139,4,unidentified,not_converted
technical_specialist,44,high_school,married,mobile,August,27,85,3,unidentified,not_converted
administrative_staff,35,high_school,married,unidentified,June,2,97,4,unidentified,not_converted
technical_specialist,31,college,single,mobile,August,26,171,4,unidentified,not_converted
manual_worker,31,high_school,married,mobile,April,17,464,1,unidentified,not_converted
executive,37,college,single,mobile,May,8,349,1,unidentified,not_converted
technical_specialist,35,high_school,divorced,mobile,July,14,180,4,unidentified,not_converted
manual_worker,36,high_school,married,mobile,July,29,449,2,unidentified,not_converted
technical_specialist,34,high_school,married,mobile,February,3,368,1,unidentified,not_converted
manual_worker,30,high_school,married,mobile,May,6,165,2,unidentified,not_converted
executive,48,high_school,married,mobile,November,19,20,4,unidentified,not_converted
business_owner,31,college,single,mobile,November,20,486,2,unidentified,not_converted
service_worker,37,high_school,single,mobile,November,19,244,1,other_outcome,not_converted
service_worker,37,high_school,married,unidentified,May,21,51,2,unidentified,not_converted
technical_specialist,39,high_school,married,mobile,May,14,84,4,other_outcome,not_converted
technical_specialist,34,high_school,single,unidentified,May,28,185,6,unidentified,not_converted
technical_specialist,38,high_school,married,mobile,July,17,388,2,unidentified,not_converted
technical_specialist,54,college,married,unidentified,May,28,302,2,unidentified,not_converted
manual_worker,45,high_school,married,mobile,July,31,175,6,unidentified,not_converted
manual_worker,34,high_school,married,unidentified,May,20,446,2,unidentified,not_converted
administrative_staff,60,high_school,married,unidentified,May,5,208,1,unidentified,not_converted
executive,46,high_school,married,mobile,August,6,472,1,unidentified,not_converted
jobless,47,elementary_school,single,mobile,February,5,210,1,unidentified,not_converted
jobless,39,elementary_school,married,mobile,May,6,232,2,unsuccessful,not_converted
jobless,43,elementary_school,married,mobile,May,6,45,1,unidentified,not_converted
retired_worker,57,high_school,married,unidentified,June,30,104,2,unidentified,not_converted
executive,44,college,divorced,mobile,May,5,297,2,unsuccessful,not_converted
executive,31,college,single,mobile,March,30,371,1,unsuccessful,not_converted
manual_worker,41,high_school,married,landline,May,8,546,3,unsuccessful,not_converted
administrative_staff,42,high_school,married,unidentified,June,11,1159,4,unidentified,converted
manual_worker,29,high_school,married,mobile,July,18,277,1,unidentified,not_converted
technical_specialist,28,high_school,single,mobile,May,11,15,7,unidentified,not_converted
executive,54,elementary_school,married,mobile,May,6,95,1,unidentified,not_converted
executive,41,high_school,single,mobile,June,12,230,2,unidentified,not_converted
retired_worker,59,high_school,married,unidentified,May,12,63,3,unidentified,not_converted
service_worker,47,elementary_school,divorced,mobile,April,17,473,2,unsuccessful,not_converted
administrative_staff,53,high_school,divorced,unidentified,May,15,599,2,unidentified,not_converted
administrative_staff,48,high_school,single,mobile,February,2,94,1,unidentified,not_converted
